author age,recommended age,review
"Teen, 13 years old",age 7+,it's just good
"Teen, 16 years old",age 6+,"This is great. It made my English skills better and made me a bit more willing to take risks and to face the future. For all the parents worrying about killings animals all I have to say is that killing animals in the game does not affect their in real life interaction with animals. But if it does make them hurt animals you should not let them play it. Keep in mind, this is only my opinion."
"Kid, 8 years old",age 7+,I Just Got Minecraft For Free But One Of My Friends Sweared Even Tho It's A Good Game! I Just Downloaded Little Kelly's Castle! THE BEST GAME EVER!!!!!!!!!!
"Teen, 13 years old",age 7+,
"Kid, 10 years old",age 6+,"I’m a normal house builder, but the selection of blocks is very impressive, even for mobile. If you want to play on servers, you have to have a Xbox account."
"Kid, 11 years old",age 7+,"Minecraft has 3 modes, creative mode, which I recommend for kids less than 10 years old, survival mode, which I recommend for kids older than 10 and hardcore mode which I recommend for kids older than 10 who have some experience with survival. In survival mode you start from scratch and you have to find food to survive. If you don't want your kid to kill animals for food there are many options for crops that they can grow. There are monsters in the night but if you don't want any monsters put the game on peaceful mode. Hardcore is the same, but if you die you don't respawn. Creative mode is a peaceful game mode where you cant die and build with any blocks you want without having to do any work to get them. I recommend the online servers for kids older than 10 if they plan to interact with anybody, but I was fine playing on the online servers when I was 7. If you want a kid younger than 10 to play on the online servers I recommend servers with moderators like Mineplex or Hypixel. There is a way to disable the online servers if you use Minecraft with an Xbox account."
"Teen, 14 years old",age 13+,this game is lowkey kinda sick
"Teen, 15 years old",age 9+,This game is the best although there is violence it is not to graphic.
"Teen, 13 years old",age 6+,"A fun game for anybody of any age, really! The only problem is the inappropriate names on servers. Otherwise the violence isnt bad and theres no blood at all! It's just a simple and fun game."
"Kid, 10 years old",age 18+,"so, i played minecraft on a multiplayer thing, and i saw people doing innapropriate stuff, so i never played it again! DO NOT LET YOUR KIDS PLAY MULTIPLAYER!!"
"Kid, 11 years old",age 10+,this game is cool because it's cool. you do have to fight monsters but there is no blood.
"Kid, 6 years old",age 6+,This game is very cool because you can build anything you want and see villages and realms from other people!
"Kid, 12 years old",age 8+,"This is a fun game for all 8+. Online modes can get inappropriate and unsafe. Just remind your kids to only play alone or with ONLY THE PEOPLE THEY KNOW. Besides this, this game encourages creativity and building."
"Kid, 10 years old",age 11+,
"Teen, 13 years old",age 5+,"The game is really good for kids imagination, not recommend for kids under 5 in my opinion
The game allows players to interact with each other
Most of the servers in the Java version have a swear filter but in bedrock it have a built in one (it's easily bypassed)"
"Kid, 12 years old",age 2+,"This thing is saying: “its scary”
Oh wow, I’m getting nightmares from building houses on Minecraft (sarcastic tone)
I reckon it should be more scary!"
"Teen, 17 years old",age 8+,"I think Minecraft is an awsome game. It is like the real world in it is a cube world. In this game you start of with nothing, absolutely nothing. You must survive this world with rare and hard to find resources. The first night is probably the toughest night for most people. with monsters who don't want you on their territory. You must live through this danger and make your world. Or Die Trying! The Minecraft world is yours to conquer! Play with us and join us in our mission to make this world our world! defeat these mosters and defeat the Ender Dragon! Make the Minecraft world Peaceful to the minecraft people and become the hero we are all looking for! We need a hero who will not give up and who will save our world from these monsters! Hero! Bring our world to peace!"
"Teen, 15 years old",age 6+,"I read the reviews and this game was horrible! People said it had ""Too much violence"" and ""Sex"". Seriously? This game is the game of life! While zombies and creepers and skeletons are questionable, there not realistic at all. You have to breed animals to get more animals. And there is not any human sex in this game. Very enjoyable game that a 6 year would understand and enjoy."
"Kid, 10 years old",age 2+,"Not as good as PC version, but good."
"Kid, 12 years old",age 7+,"There is nothing really wrong with Minecraft, the only problems are that young children may fear from mobs, and that you can play on online servers."
"Teen, 16 years old",age 7+,"Yeah it's good, get it
Oh dont let chirren under 10 go onto servers btw
Other than that get it"
"Kid, 9 years old",age 7+,it is a fun interactive game.
"Teen, 14 years old",age 6+,"I love Minecraft its a legendary game in which i have so many good thins to say about, But I'm here to talk about the ""Violence"". Minecraft does hold some violence but it mostly about surviving in a world ware your the only human. left there is only the aspect of killing animals and things that threaten your players life that i see, but even then its not that much and do to the design of the game it looks and feels very fake. Multiplayer on the other hand can hold lots of violence and killing, also give your child some rules before going on multiplayer because any one can talk to any one which means if your child is chatting with somebody they could give out personal information. So other than multiplayer Minecraft is a family game for people all ages with little to no violence.
P.S. I would also advise visiting 4-5 different sites and KID-Youtubers to get your final opinion on the game."
"Teen, 15 years old",age 8+,"People keep talking about ""violence"". If you are so worried about hitting an entity and it turning red for a split second, then well... don't buy the game? Also, I saw someone complain about survival ""connecting to servers"". Wrong. Survival is just the gamemode where you have to not starve, drown etc.
Anyways, great game, helpful community, well documented, and great for just sitting back and enjoying."
"Teen, 13 years old",age 5+,
"Kid, 10 years old",age 8+,Its a fun little sandbox game for your kids! and it teaches you about the world!
"Kid, 11 years old",age 7+,"It's an amazing game!!! I play on servers and more. I have my own server. Beware the chat isn't filtered unless on a server (sadly)
It can steal your money. Gamertags can be rude and have gore in them.
You can kill animals and mobs. But that part of survival and creative.
I didn't play minecraft for a while because for herobrine overall THE GAME IS THE BEST"
"Teen, 14 years old",age 5+,"This game are creativity and learning stuff planning for house and survival gaming it should be allow to free but it will wasted your money like skin shop, but little bit boring stuff, it will fun to destroying stuff"
"Kid, 10 years old",age 8+,my mom bought me a ipad for my birthday last year . and i couldnt use it becuz i had no games but my mom bought me minecraft again a couple days ago and it is so fun. i build a really cool house andi loved it but a zombie killed me and i think i lost my game i dont know it said game over so i dont think i can play anymore. ths game may not be apropiate for little kids becuz u can kill sheep and pigs and zombies kill you and i died and if u dont want to loose your game llike i did i think i cant play anymore then dont die and i didnt know u could die when i played but u can and im bad at games so just dont die and u will not loose ur game like me
"Kid, 9 years old",age 7+,This game is great. It helps creativity and is really fun. Pick up this game of your kid wants a game
"Kid, 8 years old",age 18+,
"Teen, 14 years old",age 8+,"• VERY ADDICTIVE- you play for what you think is an hour and turns out being four (and then your brain is overstimulated and hurts)
• also VERY fun
•some violence, not any gore; sounds of animals dying are terrible sounds and you are most likely to kill animals to get food instead of getting apples (which are terribly hard to find); you must get wool for a bed (a crucial element in Survival Mode in order to avoid dying because a monster kills you) and there are two ways to do it: you can kill two to three sheep or shear them, but shears are very hard for beginners to make and they are likely to get killed before making shears if they do not kill sheep for a bed first
• CONSUMERISM: lots of in-app-purchases, some worth it, others totally not; the player is advised to create an account and use XBOX Live, and then has emails about buying MORE stuff sent daily
• so much fun but also expensive: it costs $7 (approx.) on apple app store"
"Teen, 14 years old",age 14+,
"Teen, 14 years old",age 6+,"That game is safety video game, the game had nether it is not really dangerous. I think the friendly mobs are very nice, the enemy is so easy to kill."
"Teen, 14 years old",age 14+,it's perfect!
"Teen, 13 years old",age 7+,"I love this game! Minecraft allows kids to be creative, use their minds, and solve problems. Two different types of gameplay so everybody can be satisfied. This game does contain small amounts of violence (however, this can be avoided) and the controls can be difficult due to the small size of phones and tablets. I would recommend watching a few videos and doing some research before buying this app, so you can see if this game is good for you and you child."
"Kid, 9 years old",age 7+,"This game can be really fun. Although, when Minecoins came, it got pretty bad (not bringing that up again). The controls are really simple to use and you can get used to it really easily. The game has a bit of violence with thankfully no blood so if you don’t care about limited violence, this game is safe to buy. That’s the end of my (pretty bad) review."
"Teen, 16 years old",age 16+,
"Teen, 17 years old",age 4+,"I have had Minecraft since I was about 4? 5? And I loved playing it with my brother. I still play it today, and it is still just as entertaining. Show your kids this game, because it inspires kids to be creative. I remember building colourful cities and gardens, only at the age of 6 or 7. Some people are saying that Minecraft encourages violence because you can kill monsters and animals. I used to do this as a kid and I think I turned out okay. My only issue is you can go multiplayer on “servers”. Sometimes I here people say bad words on these servers, so maybe only let them go on those as teenagers."
"Teen, 13 years old",age 8+,"I find it a great game and it makes you think more creatively but it’s not for kids too young because a lot don’t understand why you have to kill things in the game and also it could make them think it’s ok to just go out and hurt pigs, bunnies, sheep, cows, or other things that they have to kill in the game. So I think 8+ is good"
"Teen, 13 years old",age 10+,"AWESOME graphics and AWESOME water and lava! Any person who says Minecraft sucks and rated it 1-3 stars doesn't deserve to play video games!!!! The only thing that is even CLOSE to killing is where the mobs turn red, fall to their right, and disappear in a puff of cartoony smoke. The coolest thing is the SERVERS. I have no idea what version you people (and entities) who are reading this are using, but in 1.2.3+ they start you off with 3 servers: Mineplex, Lifeboat Network, and InPvp (which are all minigames servers, including InPvP) Out of those 3, I like Mineplex the best. Anyways, 100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 out of 5 stars! Also, if any parents come across this Death Star of a review, PLEASE buy this for your kids! They will love you forever for doing so!!! There are also some EXTREMELY cool seeds. Like the Woodland Mansion seed. FOR PEOPLE WHO WANT TO TRY OUT THE SEED: I can't remember the seed OR the instructions so look up minecraft woodland mansion seed pe and find GameSkinny.com. Once you're on there, go to slide 6. The seed and instructions will be under the screenshot. Also, try downloading some maps."
"Kid, 9 years old",age 6+,It’s awesome play with a friend and build something cool!
"Kid, 7 years old",age 3+,I love it
"Kid, 9 years old",age 7+,"This game is amazing but sometimes has violence, but your character just. Turns red for one second. Great game, but you can chat with players in the world you are in."
"Kid, 11 years old",age 8+,"There are great servers available that your kids can play on and make new friends. There are 3 servers which are pre-loaded with the game which automatically filter out inappropriate stuff. However, there is a store where you can buy 'Minecoins' which let you buy skin packs and worlds other people made.
However, people can enter servers with inappropriate skins. If you EVER see anyone using an inappropriate skin then take a screenshot and report it to the server admins. That way these people will get banned."
"Kid, 9 years old",age 5+,
"Kid, 11 years old",age 6+,"Minecraft is a great multiplayer game,where you can do what ever you want. There is something called survival and something called creative,in survival you build your own houses and you go mining for materials to survive. In creative you are given all the resources to you,and you don't have to get them,so you can build houses Beyond compare and you can build swimming pools,and other amazing stuff. So this game is an incredible learning about the world game, I highly recommend it."
"Kid, 7 years old",age 6+,This game is soo fun!!! It's so easy after you play it a few times!!!
"Teen, 13 years old",age 2+,this game is very fun and is appropriate for all. anyone can and should play this game. it has multiplayer and single player modes! amazing game that encourages creativity.
"Kid, 10 years old",age 7+,
"Kid, 11 years old",age 9+,"Minecraft Pocket Edition is one of the most creative, layered and fun games I have ever played. It is not extremely scary, although for very young players the sounds some monsters make could be slightly frightening. If this might be a problem for your kid, they can play in Creative mode, where your character cannot be hurt by monsters and has unlimited resources to build with. If your looking for something exciting, try playing in Survival mode. In this game mode, you search for food, craft weapons and can build a shelter to protect yourself from monsters. One reason this game is very fun and different from other games is that you can basically build whatever you want, from an underground hide out, to a horse stable in the sky, too an epic diamond mansion. There is also a learning element to it. When you kill animals for food (which is not gory) they drop the kind of meats that animal would produce in real life. Also, you can see what happens if lava and water mix together, or explore a cave to go mining for natural materials like iron, coal or gold which you can craft various objects with. This game is definitely worth the money, so parents, if your kid wants Minecraft I would overall recommend it to you."
"Kid, 11 years old",age 7+,MINECRAFT is a game when there are two modes creative and survival in creative you can create what ever you want and build cool creations in survival you have to survive by crafting ideas chopping wood and building a shelter once it turns dark you can either fight the monsters or run from them rating E10+
"Kid, 12 years old",age 5+,"Minecraft is a awesome game that everyone should try. You can build, or survive, and both are fun. If you don't want to risk spending money on something your kid won't like, have them watch the survive and thrive updated version playlist on YouTube by paulsoaresjr, a family friendly MC youtuber.
Although it's not scary, it can sometimes be a little intense when you are trying to kill a monster. You have to kill animals for resources (all though you could just live on bread, but it's hard).
I said 5+ because usually by 5 kids know stuff isn't real. If your child can tell real life from video games, then they can play this.
You can also just set a difficulty mode to peaceful and/or build in creative mode.
There is almost no violence, no sex, no swearing, no drinking, smoking, or drugs, and unless you do multiplayer or aren't careful with personal info, no need for safety or privacy concerns."
"Kid, 10 years old",age 7+,well i think a mature7 year old could handle the violence because unlike wrestling which makes it look real so people can get quiet violent but in minecraft it doesnt look real as everythings made out of blocks
"Teen, 16 years old",age 6+,
"Kid, 10 years old",age 8+,This for me is a younger version of the popular PC/console version. This is extremely easy to use but recent updates have started to make it online and a tad more violent.
"Kid, 9 years old",age 5+,"It's all pixelated nothing to worry about but now you can buy things that aren't
Worth it 1.99 to change the look don't fall for it!!!"
"Kid, 10 years old",age 9+,"Good game, you can build whatever you want and survive the dangers at night. It may be a little difficult for kids 4-"
"Kid, 12 years old",age 8+,"I really like building lots of stuff in this game. I also love to kill animals, especially baby donkeys, because it's funny to watch them die (no offense to anyone)! What I hate most about it is... one word... ENDERMAN! This monster is terrifying and I try to run away when I see one. Overall good game. It's even good for toddlers, just keep it on Peaceful."
"Kid, 10 years old",age 5+,I think is is a really good game for kids. I Play it and it is very entertaining
"Teen, 15 years old",age 9+,"Although MCPE has less features than its computer counterpart, it's overall wonderful. You can change your skin and name much more easily; for security minded parents, it's a lot harder to get onto a multiplayer server in this version--except if they're using the same wifi as you, which lets siblings have fun together.
It could be a little scary for children, though. I still jump sometimes when a creeper or zombie appears in front of me! One final minor problem is that you can buy skins (appearances) for real money, so if you want to avoid in app purchases, steer clear of this."
"Kid, 10 years old",age 3+,"The game is fine and all but the multiplayer doesn't work , when my friend tried to join my world ( he was at my house) it didn't work. Sometimes Glitches."
"Teen, 15 years old",age 10+,":( well. trolls and swearing in the chat.. everything is too far. sexy skins, swearing in chat, others. Do not even try to make a naked skin or this game will go insane. dont make complaining get worse. well you should learn kids, stay away from the chat ;3;
its also for XBOX"
"Kid, 9 years old",age 5+,"I think Minecraft is an amazing game, where you can learn while you play—physics, survival, food, architecture-learning amazing things in a digital world. My favorite thing is that you can create any world and create endless things to do in it, like a roller coaster, water park, parkour map and much more."
"Kid, 9 years old",age 3+,
"Teen, 13 years old",age 10+,"Minecraft is a delightful game that helps children create things they wouldn't be able to in real life, however, this is a dangerous app to download. I know so many kids my age that suffer from ""addiction"" to Minecraft. One of my friends is so obsessed that his real life is sacrificed, an the intire day is spent playing this game. I did not believe that video games could be addictive, so I tried playing Minecraft. Soon I was spending the day building and surviving in my ""virtual"" world. I began to try to sneak in playing time so often that I surprised myself. I ended up deleting the game. There are just too many possibilities when playing Minecraft. You may not believe that your child will become addicted, but they very well may. PARENTS, PLEASE PREVIEW THE GAME FIRST AND SET PLAYING LIMITS!"
"Kid, 11 years old",age 6+,"It's very fun, &amp; kids can learn how to have patience &amp; solve problems (no water, no food, no house)"
"Teen, 17 years old",age 10+,"it is awesome ,includes math, helps you learn about survival ,and is an amazing game."
"Kid, 10 years old",age 2+,This pocket Edition is not that good I like pc and you cant connect to servers easy.And some times its hard to play.
"Kid, 12 years old",age 2+,"Well, I think that Creative Mode should be played by all ages, while Survival Mode should be played 7+.
I think this because Survival Mode is very violent, and includes zombies, creepers (green men with four legs), endermen (black men with long legs and purple eyes that you have to kill. Also, in Survival Mode, you have to kill animals for food.
Some parents find this natural, others find it disturbing."
"Teen, 17 years old",age 18+,It's cool
"Kid, 10 years old",age 2+,For little kids don't buy if you are 7+ and anybody can join a server.
"Kid, 11 years old",age 8+,"Minecraft is now available for phones and tablets! Minecraft Pocket Edition-- or PE-- is a spinoff of the popular computer/gaming devices game which is slightly slower-- but it is still as good as the normal game. There is some violence in the game-- enemies can go up in smoke, people can set on fire, etc.-- but there is nothing extremely violent or graphic. There is no sex, but there are no boundaries on what you can say in the chat room. As for learning, you can build huge structures which would normally take hours, days, months, or years to construct-- in just a few minutes or hours. All in all, four out of five stars. Good job, Mojang!"
"Kid, 12 years old",age 6+,Extremely similar to the main version though it is portable but less updated.
"Teen, 13 years old",age 5+,This game has no bad language.No bad scenes. Good for 5 and up
"Kid, 11 years old",age 2+,"People can build, have fun, and play a lot."
"Teen, 13 years old",age 6+,"i played alpha build in a ""demo"" wraper three years ago. Now the game features survival, tons of mobs, breeding (only hearts nothing iffy), the Nether, plenty of new blocks....and you can save worlds. A little updating does no bad. oh if csm gives 8+ for the version with only a few stuff when now there are spiders, skeletons,......"
"Teen, 14 years old",age 10+,"Very fun game for kids ages 10 and up. Make shore before letting your kids play, they understand the cycle of Life and make sure there ok with the killing of animals."
"Kid, 12 years old",age 9+,"I really like to play Minecraft!!! It is fun!!!! The only thing is don't go on a public server because it can get nasty on there, which is why i stopped going on public/local servers. But it is fine if you create a server and go in it with people you trust (meaning your friends or family). Also, sometimes it can a little violent,with bows and arrows and swords, but there isn't too much, and besides all of that it is a great game for age 9 or 8 and older. ** BTW this rating mostly applies to Minecraft PC but some applies to PE**"
"Kid, 11 years old",age 7+,"Everyone that lives in the 20th century has heard of Minecraft. There is a good amount of edicational value, players can learn what different things do, can go mining and build a home. I probably don't have to explain this all, but I will anyways. Minecraft is a block based building game set in a mysterious world like our's. In survival mode you need to get shelter, food (by killing animals) and a weapon to defend against monsters (these can be avoided on Peaceful mode). In creative, you have unlimited building material and can build whatever you imagine. Even though the pocket edition doesn't bring all the features the computer version contained, it is still loads of great fun. Note: Minecraft PE contains a load of ""servers"" players can play on. Some people on these servers have real potty mouths, even if the server has a filter, they can find a loophole (such as @$$ or b!tch). Also, in a new update, players can download ""skins"", and it is easy to say some are skimpy or innopropriate (one is a nude male with detailed pixel art). Parents should be aware you can give personal info out on these servers. One last thing, some ""mods"" that change the game may include guns or other weapons of sort. Not a lot of consumerism included in the game, but a load of Minecraft plushies, toys, books and YouTube videos are based on it."
"Kid, 12 years old",age 6+,"This game is addicting, but its really good. You can build, go creative and go wild with creations. Really fun. Recommend it to anyone 6+.
Its not as good as PC minecraft, but it has pocket edition only features, and whats not in pocket that's in PC will/might get added eventually. Worth the money, great game.
Warning: this game is addictive."
"Kid, 11 years old",age 6+,This is a great sandbox learning game where you can build anything you want. But in the night zombies and other monsters come out. But they do not look scary. A worthy buy from the app store
"Teen, 13 years old",age 6+,"I think this game is very good and recommend it, but... This game is VERY ADDICTIVE it is super addictive so if you want your children to play one hour a day you have to trust them to put it down when their time is up. Otherwise it is a very good game."
"Kid, 10 years old",age 3+,I think this is a great game to use your creativity. But you should be at least 3 so you can actually change blocks and build struck tiers.
"Kid, 8 years old",age 8+,"i think minecraft is a educational but its a bit wierd how you can chat
online to other people and have zombies,creepers+skeletons and
spiders,endernenor zombie pigmen .i have a lot of questions here i will give you an example why do skeletons wear gold armor or how about how do endermen teleport
i dont know this one its realy hard to figure out how much blocks to dig until the earth ends"
"Teen, 17 years old",age 7+,Not as good as computer but it doesn't play as big part in online gaming which separates the inappropriate factor in the computer version of minecraft do to adults playing online. It has some of the same stuff as the computer version but easier for younger kids to play.
"Kid, 10 years old",age 6+,"I play PC and PE but PE is probably the easiest to control and best to actually play on, but, PC is way too complicated and the whole End and Nether is not even educational! It's just a survial-builder game! The only thing I do on MC PC is just find server ip's and play servers! So yeah any 6+ kids who wants a fun surival creative builder game just download Minecraft PE! It's all worth it for price! Plus new update March 16th so yay!"
"Teen, 14 years old",age 6+,"It's a pretty good game and I would also reccomend the PC version. This game includes building and survival skills that your child will need in the future. It is not advanced, but it is great for ages 6+"
"Kid, 11 years old",age 8+,"It's okay but Beware Involves Zombies,Exploding Beast,and Skeletons with Bow and Arrows,it's not that fun though with like half the things missing from The Xbox version on It."
"Kid, 10 years old",age 6+,"Minecraft: Pocket Edition is fun, but it can be addicting. It doesn't have all the features of PC Minecraft, but it's still pretty fun. They'll add all the features eventually."
"Kid, 11 years old",age 5+,"Minecraft Pocket Edition is the Mobile version Of Minecraft It teaches Children to be creative and is suitable for all in creative mode however survival mode has sight of monsters and spiders you can fight them with swords however this is not graphic it's blocky and they turn red (Not Blood) it's a punch effect and the fall over however this is not graphic it's rather comic and extremely unrealistic as there made with blocks but survival does teach lessens of using you resources over all it's a great kids game and is not to violent and very appealing another issue is not violence or any other content but ease of play for very young children it's hard to move, around, fly or see (Because Of Camera Angles) But You will learn In the end so I say creative - 2 Survival - 6 minecraft pe - 6+"
"Kid, 12 years old",age 6+,
"Kid, 9 years old",age 5+,"It's a great game with the new update that now you can sleep in creative. It's way past alpha stage so those photos in the front are out-dated. Now you can use any block in creative, and you can have dogs, villagers, creepers, endermen, and all the other mobs in the game. Also the new update adds villages that have random chests for THE FIRST TIME IN POCKET EDITION. The new update adds a bunch of stuff like caves, dungeons with spawners and chests with them, and abandoned mineshafts. So it's a really good game for all ages and I love it."
"Kid, 7 years old",age 5+,You could learn how to protect yourself and how to build your mine. My favorite part about Minecraft is the building. I like to build statues.
"Kid, 11 years old",age 7+,"It's a really great way to build, and farm to get resources and to survive. I really love the game and I play it lots. There are 2 different game modes; 'survival' (you have 10 lives and you have to hunt to get food eg: pork, beef, chicken, wheat)... 'creative' (you have infinite resources and you can fly and the only way to die is to dig straight down past bedrock ; you fall in to the void!!!"
"Teen, 13 years old",age 2+,Give it time...
"Kid, 12 years old",age 7+,"Hello, Epicboy21, yet again. This game is yet again, basically a spin-off of the original Minecraft, adapted for PC, then ported to PlayStation 3 and XBOX 360 --- (that said, I've never actually played the console versions --- either the console versions --- of this game) --- which is still, mildly violent, hence Apple themselves, rating this ""9+"", for the following: ""Infrequent/mild fantasy violence --- Infrequent/mild horror/fear themes"" Sure the zombies in Survival Mode may be a little scarily creepy, and yes, any enemies turn red once hit, and disappear into puffs of cloud and into the ground, dead bodies covered in red, Apple is right. It is, however, good to know, that, your livestock and animals can be hurt as well: example, I think once, in Survival Mode, I saw some zombie trying to eat one of my cows --- however, the animal violence extends to, unfortunately, that your livestock can be set on fire, and that your livestock, just like the zombies, when attacked, turn red, however, it blinks red, and the animals whine --- this will upset animal lovers, however, it's completely optional, not compulsory at all, so I just tried it once to see what it did --- I'm one of those animal lovers --- but it's no worse than Willy Wonka and the Chocolate Factory trying to get a chicken decapitated on-screen and have several chicken heads flying around in the air: however, the other violence is that, you can hit humans, and some text chats are unmoderated, some are, you've just gotta be careful, and, it's pretty easy to play, once you pick it up --- there's no sex, swearing, drug-use, drug- references, sexual themes, or anything of that kind --- which is perfect, for kids, but online sculptures (and yours) may be able to spell swear-words: once, online, this kid made a sign that said ""F***ING GRIEFED B****"" (except that it was completely uncensored). So be careful online again, as players may be mean enough to bury you. Anyway, please buy, as the premium version is better, and, anyway, thankyou for reading."
"Teen, 13 years old",age 2+,"It's fun to build and destroy stuff but it's pointless. This game has no objective, story, or dialog. Overall, it's a fun game, but if you play it too much it will make you dumb."
"Kid, 11 years old",age 8+,"My profile: https://www.commonsensemedia.org/users/epic-waffles
This is a good Minecraft mobile remake that is just has different controls that you might have to get used to. Good game. Just some violence."
"Kid, 9 years old",age 7+,"This is my first review.This game is good for people who want to build,fight monsters,or explore the world and dont have a computer,cant play on computer,wanna pay less,or just wanna get minecraft on the phone.There are two modes survival and creative.In survival at the start you have nothing and there are easy,normal,hard,and peaceful modes.The thing to do first is to punch a tree and craft wooden planks.Then you build a house and make a crafting table.Then you craft tools and go mining,start a farm,or kill mobs.You also need a bed so you have to kill a sheep.You can do anything you want.At night monsters will spawn.You have to fight monsters but you can change the mode to peaceful so monsters wont spawn.
There is another mode called creative.You wont get attacked by monsters and you have every block in minecraft.You dont need to eat and the only way to die is to go to The Void(the bottom of the world).You can bulid anything you want and spawn any mob.This mode is best for people that just wanna build.You might wanna see the minecraft wiki before buying this app.There are are less stuff than pc minecraft.There is also violence.You need to kill cows,pigs,and chickens for food and sheep for wool but you can shear sheep.You also need to fight monsters.There are also wolves but they only attack when you hit them.You tame them with bones.You get bones from skeletons.When you tame them they will fight for you but they will die is they loose too muck health.To heal them give the dog meat.You can also breed mobs.When you feed the two animals they will start to kiss then a baby will spawn.Go to the minecraft wiki to learn what to feed them.There is also The Nether and The End.I think this game is good for ages 7 and up and is a little bit good for learning.I like this game alot.This game is pause for ages under 7 but might be bad for older kids.That is the end of this review."
"Kid, 12 years old",age 2+,"its a great app, but the review is wrong. minecraft PE came first. Thats why it has some exclusive stuff."
"Teen, 13 years old",age 8+,I think if YOU parents have kids and there 7 and under you should not let them play minecraft. 8 and up could play minecraft
"Kid, 10 years old",age 5+,The real Minecraft is better because it has more stuff.
"Kid, 10 years old",age 4+,
"Teen, 15 years old",age 4+,"Minecraft PE is an ok building game that has little to no violence. You can play one of two game modes: Creative and Survival. In creative mode you can not die and build anything you want from an unlimited supply of blocks. Neat-o. Nothing mature here. Then there's survival mode. In this mode you must collect recourses to build your shelter and must survive monsters in the night. The monsters are more comical due to their blocky textures and include pretty bizarre characters (you have your usual skeletons, zombies, and spiders but also have unique character such as creepers [creatures that blow themselves up] and endermen [a tall monster that can teleport around the map]). You can kill these creatures with swords/bow and arrows, but there is no blood (they only jump back from hits) and disappear instantly when they become deceased. If you play in the multiplayer mode, you can kill human characters, but they have the same mild death animation. I would allow a four year old to play creative mode, but I would recommend survival mode only for kids aged six and up due to some mild violence"
"Kid, 11 years old",age 2+,"I think Minecraft is a wonderful game that is appropriate for everyone. I don't understand why people are saying that violence is an issue. Sure, you can kill other things and if you're on survival mode you can get killed, but there's no blood involved. As for safety, you can only join games if you are in the same Wi-Fi range, so its not an issue. Even though the game doesn't come with any instructions, most people can figure it out pretty easily. Overall, I think its a fun game for all ages."
"Kid, 10 years old",age 7+,GREAT untill update now it crashes every 5 min. really I did a test on it. Bad creepers are bad there not smart AT ALL.
"Kid, 9 years old",age 8+,"I thought this game sucked until I played it more. Then I was even more good
than I am on the computer! I put privacy only for one reason: Players have
nothing when they join your game. So you could disconnect, or have some
fun and chase the player(s). This is pretty educational. For example: They're
are Diamonds. Not crazy ruby junk thats like magical. So I say this a decent
game. Oh and it might be a bit scary. Only because some zombies have snuck up on me. Including 2 creepers (1 i saw the other i did not). But yep,
this game is awesome!"
"Teen, 13 years old",age 7+,"It is fun and cartoony, it is great for kids. It helps kids use their imagination and get creative, get friends, and learn survival. The bad side is ""trolling"", they are people who destroy other people's homes online, steal their stuff, make people get angry or rage, or they like to hurt other people online. Those people always tries to find someone to bully. But good news is that you can make traps in your game, or chat, or craft, and team up. Some cursing is involved in the game which influence kids of trolling or cursing I recommend 7-9 year old kids to be supervised and 10+ year olds to be free, but if they are playing more often than learning, you should restrict them from Minecraft temporarily at times. They may have an addiction because minecraft is an addicting game, if they are addicted they won't concentrate in school and they start changing."
"Kid, 11 years old",age 5+,"Minecraft pocket edition is basically the same thing as the PC version. However, I find it is easier to understand. The crafting is a lot easier in pocket edition. They recently updated it so you can spawn animals in creative which made it better and you can make large chests by putting two regular ones side by side. It is a great game that I would recommend to children of pretty much all ages. The only thing is it can be hard to get around at times and sometimes the controllers are complicated."
"Kid, 12 years old",age 6+,"Minecraft: Pocket Edition is a disappointing app version of the PC, Mac and Linux Classic sandbox game, Minecraft.
Although users may not have access to online servers, so there is no worries about privacy or swearing, the single-player gameplay is extremely disappointing."
"Kid, 10 years old",age 5+,It is a good game. the monster mode I am worried about one time i saw a zomibe in the window and i didn't want to come out.
"Kid, 9 years old",age 5+,"MINECRAFT IS THE BEST GAME EVER! It isn't violent except from the fact that there are monsters that you have to fight. You can turn monsters off though so you can't die and there are no monsters. You can go mining too and collect loads of different things like diamonds and coal and iron and redstone and gold and stuff and emeralds but you can't get emeralds on Pocket Edition. (Which is annoying!) But it's quite complicated so anybody under 5 or 6 couldn't play it!
But either way, BUY IT!
Plus my minecraft name is Dawn"
"Teen, 13 years old",age 3+,"It's a great app! It's perfect for people who want to build their own structures and towns. The only problem is it's addicting. My whole family plays and loves it! But don't get me wrong, it's a fantastic app perfect for all ages."
"Kid, 8 years old",age 3+,I love this game there is almost no violence you kill zombies creepers skelatens endermen and more. language is a bad thing only on servers and you tube vids. On servers there is no cecerd bad words they can say all bad words and you tubers say bad words. But it is a good game get it for a kid by.
"Kid, 11 years old",age 7+,"All time, double-favorite app since 2012. You can use swords to kill monsters such a creepers before they explode. Endermen can teleport and have really good eyesight. My point is, this is an educational app that teaches kids to be creative and gather material to make whatever they want! A hotel, a cruise, a treehouse, you name it, it can be built! Plus the nether, which I like to call Hell. You can destroy Zombie Pigmen, which is a bit inappropriate for very young kids. Just be careful not to fall into the lava, or you'll lose all your weapons and potions!"
