"selection1_name","selection1_selection2","selection1_selection3"
"age 8+","Roblox is a great platform for your kids or teens to make friends, build their own games, and have fun. If you're a parent who likes to shield their children from violent video games, there is a lot more to Roblox than just violence! There's roleplaying games where your child can pretend to live life as an adult, going out with friends to accomplish tasks in a virtual city. Or if you don't want your kids to play video games, they can BUILD them aswell! Roblox is a platform where kids and teens come to use code and aswell construct objects to come up with their very own games! I've even made games on Roblox myself. The only problem with Roblox is that the community isn't as good as other games. But there are safety features where on your specific account, you can disable communication with other players and messages aswell! Besides that, Roblox is a great place for children to come and learn to construct their own worlds. If they get bored of building, they can also play the millions of games users have created on Roblox. I really recommend Roblox to your kids. Just monitor them, because there's people on Roblox who Online Date, even though it is against Roblox TOS Rules and Guidelines, and your kid can get in trouble for doing so. But besides that, have fun on Roblox!","Adult"
"age 13+","honestly to me roblox is actually starting to become a 13+ game than 10+ because most users now is doing things that are not allowed but roblox admin do nothing about it most of the time i know this because i used to play roblox","Adult"
"age 12+","Alright, I thought AJ was bad.
So, heres some things You need to know about Roblox,
1) There's tons of sex, usually You'd be thinking You're child is playing a safe game usually it is other ''Children'' playing, I see these people as Pedophiles only because they are commonly caught asking to meet up, or having sex with younger ages.
2) Parents believe that there is no swearing, but in the game Meep City I've commonly seen it. Some uses censors and others actually bypasses the filters. Moderaters really do nothing.
3) Violence is crazy, I've been threatened about being murdered many times it ain't My experience I'm worried about it's the younger ages.
4) Everything costes ''Robux''. Okay, I get every game has it's ingame money and meets requirements to get it. But if You want anything, You need Robux.
5) Parents says they see people on Animal Jam who does things connected with Drugs, Drinking, or Smoking. But Roblox is crazy. Such as ''The Boys &amp; Girls Dance Club'' it has drugs, Beer/Alchol, and commonly used as a Strip Club.
6) Roblox Anthro just didn't help anything within the game.
I highly believe it's for 12+
I would not reccomend the game to any children under the age of 12.","Adult"
"age 7+","I LOVE IT, THERE IS SO MUCH TO DO! There are thousands of games which are all different so you don’t get bored, from sword fighting to obstacle courses. You can find almost anything you wish to play. You can customise your own avatar and play with other people online. Some games have guns though but it is still fun because it is not graphic when you die you say oof. I think it is perfect and parents whine about roblox because they don’t know how cool it is","Adult"
"age 18+","","Adult"
"age 18+","roblox bad it are suck my son pla and he comes and ask for money and i is so poor he spent 533$ in one year he everytime came he ask for alot of money and he stays up too 6 hours on Roblox. Its graphics take alot of internet megabytes and it has alot of swearing. Please no copy pasterino.","Adult"
"age 4+","roblox lets kid to have fun in a safe way","Adult"
"age 5+","Is roblox safe for kids yes yes it is my 5 and 7 year olds love the app i monitor what they do just and cause but i have had no problem with the app just one thing just don't get robux it i rather the $99.0 one","Adult"
"age 10+","Best game ever","Adult"
"age 11+","","Adult"
"age 6+","Dear Parents/Guardians
Roblox is 3D designed game for all age groups with currency""Robux"" which can be bought with real money or builders club. Roblox have chat filters to prevent users from swearing or giving their private information close to impossible to bypass on the other hand, there are Online daters looking for ""Boyfriends or Girlfriends"" but ROBLOX interviews with that sort of things. Also, saying ""noob"" is common word not a swear word, that usually happens when you do something stupid or even try. Noob means new to the game based on word ""Newbie"" used since 1800s. Its ok to have your own opinion but, saying roblox is innapropiate for children, dont all the time believe the medias try out yourselfes! Roblox very rarely affected childs' behaviour if it was already that sort of behaviour thats not the point.
So, my conclusion about ROBLOX is its family friendly game. Don't worry about innapropriate content its always deleted.","Adult"
"age 2+","Roblox is a world wide free game that allows one to make internet friends. Roblox has updated and has programmed it to censor any foul language meaning no cursing, bulling, or inappropriate comments. You can play games by other characters or even make your own game. Roblox has even started a new program called ""It is cool to be kind"", roblox cares about your safety, so roblox bans any hackers found in the game.","Adult"
"age 8+","Very good game, who like minigames. Also, if you dream to create games and know scripts, you can create your own game. But, who plays from medium or poor countries, is mainly think that ROBUX and builders club is expensive.","Adult"
"age 7+","While some games may have slight violence, there's never any gore, and they're usually 13+. Roblox has many options for limiting what type of games show up for kids, and they are making huge strides when it comes to preventing bullying, hacking, and unfairness.
Some games like ""MeepCity, Robloxian Highschool, and Royale High"" indirectly encourage online dating, but that's mostly the community's fault, and it's not all that goes on in those games. Roblox has been cracking down on games like this recently aswell, especially with MeepCity.
Overall a solid platform, fun games, community isn't always the best in all games though. The game is free to play, no need to pay a cent to have fun.","Adult"
"age 18+","Watching my daughter play the 13 and under version of the game, I was shocked to see how much violence is encouraged on the game. On the game called Mars Baby Simulator, your avatar is encouraged to ""kill"" other characters by punching them. I heard a replay of a programmed voice that kept repeating ""killing spree"" as the characters punched each other to kill each other. This positive verbal reinforcement coming from the game as characters kill each other is very dangerous for children as they are still making sense of the world. Our childrens' minds are constantly receiving positive reinforcement as they ""kill"" other characters in the game. Even with the extra layer of security I placed on the account, I still saw many instances of encouraged killing on the game. I chose to delete the game so my 8 year old daughter will not be desensitized to murder/violence . Although it happens in cartoon form - it is still violence acted out repeatedly, which is not acceptable. Please think twice about downloading this game. This is so troubling to see these kids being so addicted to this game. Roblox does not care about the lasting mental affects on our kids. Roblox should be ashamed of themselves.","Adult"
"age 2+","The game learns children about communism. It's good to learn about communism and politics lmao.","Adult"
"age 13+","Roblox might seem like a friendly community but the common sense reviewers think there’s education most of these are violent and have blood effects,guns,and fighting.I do not recommend this to younger kids because I older kids have found a way to bypass and say swears in acyonyms and more.","Adult"
"age 8+","I have been playing Roblox for almost 5 years now, and there has been ups and downs. Many people say that Roblox is very inappropriate for young viewers, which in some cases are correct. Hackers and exploiters will find a way to hack into a game, or even peoples accounts. But Roblox has a chat filter. Certain words that are considered bad will be replaced with hashtags. And Roblox gives you the choice to turn on 'Two-Step Verification' which is two steps to get into your account, which is two steps more for someone to get into your account. On Roblox you can upload pictures. Moderators will be scanning them first, if is considered bad, the person who uploaded the picture will be get a warning, or banned. If there is someone you think is doing the wrong thing, you can report them for whatever reason. Games can be flagged, so as comments on your feed, an outfit, groups, and the list goes on. In my opinion, Roblox is good if you have everything planned out and secure. Roblox (I think is) is kinda an educational platform. It can teach you jobs, like Frappe or Bakies Bakery. It can also teach you building, like Build a Boat And Find Treasure or Bloxburg. Or even survival skills, like Escape Room or Natural Disaster Survival. I think anyone should try it.","Adult"
"age 9+","I have been playing Roblox for 4 years now and I dont see anything wrong with the game itself, but the game has gotten so big to the point where the are not enough Moderators and Administrators to be able to safely and effectively manage the community. I know Roblox will acknoledge this problem and I know that they are hiring new people to work for them frequently, since they have seen their playerbase double over the last 2 years, from 500M to 1B. Regarding the community, people can be toxic sometimes and pretend that they are better than everyone else because they have ""cool clothes"" or ""expensive hats"". If you ingnore this part though, I think you're gonna have a good experiance playing Roblox.","Adult"
"age 8+","Roblox is a fun game with a variety of games, although consumerism and the ability to buy the online currency of robux is common to see, this is the only major trouble. The helicopter parents that claim the game is ""Sexual"" or that their child was sent pornographic messages is false. Don't get turned off by those imbeciles, they've never actually experienced the game. The game is fun and well rounded, just look out for consumerism here and there.","Parent of a 12-year-old"
"age 9+","I am a child, but, like others, i’ve posted this on parents to get their attention. I know other people have different opinions, and I respect that. I will be going over all of the CommonSenseMedia categories in detail.
Many are complaining about the “sexual content” on ROBLOX. I’m here to tell you, in my three or four years on ROBLOX, I have never seen such things. Of course, I’ve heard about them, and seen one inappropriate game, but it was taken down quickly. The quote un quote sexual content isn’t an issue if you educate your children on what to do if they see it. It’s a simple block and report situation. As for online dating, the rumors ARE true. Again, this is just something that you need to teach to your children. Just tell them that it is wrong. I don’t see online dating as much anymore, though it’s true that ROBLOX hasn’t been doing anything to help it. Another problem, in that category, is the pedos. This, sadly, is true. I have, again, never come across one, but they exist. I can assure the parents out there that your kid is not very likely to come across one. In fact, I can only think of a few instances where they haven’t been banned or terminated. These instances usually happen OFF-GAME though, on Discord or other chat rooms. ROBLOX clearly states that they are not responsible for things that take place off-site.
The violence in this game is acceptable. Sure, there ARE detailed weapons, but that’s OK. When you die, you break into small pieces as a LEGO character would do and make an “oof” sound. This really isn’t anything graphic. You let your children break apart LEGOS after all, right?
Swearing is not an issue. In fact, it’s the opposite. Everything you try to say in ROBLOX (including numbers) is moderated and comes out in hashtags. So, I don’t really think that swearing is a problem. Of course, as one user mentions, you only have the occasional “hell”.
There is absolutely NO drinking, drugs, or smoking. I don’t get why others say there is. There’s the occasionally drinking, but it’s minor when it happens.
Consumerism isn’t a big issue. All you need to know is that there are ads leading off the main ROBLOX website. If you are on mobile or XBOX, however, this isn’t a problem.
Safety and privacy concerns definitely need to be addressed. There are games in ROBLOX that will definitely try to scam you, taking your account or ROBLOX. These are easy to avoid though, if you educate your kid on which games not to play. They are easily spotted, with a Robux icon for a thumbnail, or no thumbnail. Even the title is something like “FREE ROBUX”. In-chat scamming is just a block and report thing, again, the term free robux is common. It’s not ROBLOX’S responsibility if your kid gets scammed by an off-site link, as mentioned above in my sexual content paragraph. Privacy concerns, again, it’s a matter of educating your child! You can set certain restrictions, too, in ROBLOX’S settings. It will make the game more dull for your child, though. Currently, there is NO way you can get hacked (unless your kid gives out their username and password) or get a virus from ROBLOX. I can say that the launcher is safe and virus-free. The only way to get viruses is to download certain audio off the website, most people don’t know how to do this and don’t use it.
Lastly, great messages. ROBLOX has some positive messages such as:
-Conserving money (robux)
-Friendship
-Focusing on school
-Rasing a family correctly
-Raising pets correctly
That concludes my report on ROBLOX. Overall, I think it is a great and safe game. All the concerns on here are highly overexaggerated.
-Memories_ofcats","Adult"
"age 16+","Well.. When i started playing ROBLOX it's been great!
The games around ROBLOX can be all kinds, there are games like ""jailbreak"" and other's can be violence but ROBLOX should update for age rated games for the Home Page. So there is many games but all together it's fun!!","Adult"
"age 18+","Some time ago my son played roblox a lot until I recently saw him and a stranger doing innapropiate things. The man had hacked porn on the wall and was getting my kid to say weird stuff. Also people treat other players mean and call them nubs and they curse in ways that is not blocked out in hashtags. There was a drug game a Roblox call of duty game that was called pantom freces. Its an overall horrific game. Not only that my 8 year old son is now addicted to this game every time I tell him not to play that game he throws a tantrum and smashes doors and hits me and says he hates me and wants me to die I have to do something about this do not let your kid play this game ever please.","Adult"
"age 8+","Roblox is a platform for kids. There is a currency that can only be earned, by spending money but it should not affect the game that much. Some people can bypass the roblox chat filter but if they do cuss, you can report them and they can get a warning or ban. Players can also upload decals, T-shirts, shirts, and pants but when you upload them, they will not be shown yet. A moderater will check it and if it's inapropriate it will be denied. This game can even help you get a job because you can learn how to script a game. Roblox is free. Roblox is for people to express their imagination to other players.","Adult"
"age 6+","Hello! Well, ROBLOX Is a great game! I have no doubts on that. Well...
The reviews are a bit... 'Overreactive' So, i've decided to make this review First of all: ROBLOX is a kids game. Yes, there is scams etc. But ROBLOX is very fast on that. People with inappopriate language too. Well just to say one thing. ROBLOX does NOT support online dating.
unlike The old ROBLOX admin... alexnewtron. He actually supported them. But he got fired after as i know. (he dosen't have the admin badge anymore) So. No worries on that. Inappopriate now... parents...
Ya' see. maybe people might have ""robucks"" as you call it (its robux i know it) ROBLOX HAS to get money in order to keep the site running.
And Overall. its great! (Fair amounts of ROBUX isn't expensive and BC (Builders Club) Gives an extra bonus, For the first-time purchase.)
How ya' parents see it is: ""OmG WhAt Is ThIs My ChIlD is hAvInG a CoNvErSaTiOn?!??!?!?"" like... WHY?","Adult"
"age 13+","","Adult"
"age 11+","I have been playing roblox for 2 years I love it. All games have bullies because that is the real world. Roblox offers many different styles of content. Lots of games have educational value and Teach things like relationship value, such as role play games where you have ""a family"" Overall I think roblox is a great game platform and should be played by those over ten because if you can't even functionlly play you will most definitely get bullied.","Adult"
"age 18+","A few things you must note. 1. There are games that encourages self-harm. A few I ran into after asking my kids, Like jumping off a cliff to see how many bones you broke, the more you break the higher your points are, or jumping off the tallest building to gain points. Though you don’t see blood shed, but the idea is really bad. 2. Robbing banks to get money. 3. Murdering. 4. If your age setting is older, more chance your kids will see inappropriate words. 5. Strangers impersonating to be kids, and start asking them to do stuff. I read that on the news!! Parents must be very very alert, and must tell your kids never to speak to or add strangers to be friends!!
There are millions of games there, who knows what they’ll pick next, and I saw oneRoblox game call “suicide” .","Adult"
"age 6+","aight, so recently i've been seein' a ton of parents and children calling this game the spawn of satan, but i'd have to disagree. honestly, this game is just to have fun, yeah, there's creeps n stuff, but those are rare, and most of the time it's older children messin around. mk i'm too lazy to add more gn","Adult"
"age 9+","This game encourages imagination, and many other things! but some people can be disgusting sometimes but, overall really great game!","Adult"
"age 6+","So basically parents are saying this game is dangerous and creepy, And people are saying they are pedophiles and abusers on the website, Well open your mind
There is a 0.1% chance you will be attacked by a predator.
There is a 0.1% chance your child will be encouraged to buy guns in real life because of the weapons in the catalog.
Thanks for reading my review, please understand that ROBLOX is not dangerous or creepy in any way, Bye.","Adult"
"age 8+","So. Basically its not Roblox's fault. Its the community.","Adult"
"age 12+","One thing is that many people make scary and violent games. Granny and Fortnite were remade on ROBLOX. People also give a lot of information and pretend to have crushes on people. That's not a good thing. People should play with people they know... ONLY!","Parent of a 7, 9, 15, and 17-year-old"
"age 6+","ROBLOX is a really fun game. Although, everything you can buy is super expensive. And if your children ""date"" on ROBLOX they can get kidnapped.","Adult"
"age 10+","Roblox isn't as bad as you people put it. God, quit over exaggerating.
First off, about the ""sexual messages."" If you find that your kid is being bothered by horny 3-year-olds that want to steal their Roblox virginity, block the person. It's not that hard, there's literally a
""block"" option on the person's profile.
Second, MONITOR YOUR CHILD'S BEHAVIOR ONLINE. I can't stress this enough, it's like people here don't care what their child is doing and leave them alone on the computer 24/7 and then wonder why their child is cussing. Just download a computer monitoring software, for crying out loud. If you don't want your innocent little Timmy seeing the bad bad words that are oh so threatening, get him off of Roblox. Take away the computer or phone. Ground him. Do SOMETHING other than just whine about it to your other soccer mom friends.
Third, inappropriate games. I can tell you, they do get removed if they have sexually explicit content. Another thing: enable two-step verification if you don't want your child's account getting hacked.
Finally, the ads are either user-made by Roblox players advertising their game or their just ads made by companies. If you don't want Timmy seeing a bad bad advertisement, get an ad blocker. If you're on Google Chrome, I suggest uBlock Origin. It's what I use. It's not that hard, Karen.
On the note why this is 4 stars, I do find the online dating and the community to be toxic at times, but you really can't do anything about the community. You can't change the way other people behave. The moderation system is complete dog s***, as for many other communities and games out there today. About the ODing (Online dating), it traces back to MONITORING YOUR CHILDREN.","Adult"
"age 10+","I think Roblox is a fun game for kids.","Adult"
"age 7+","ROBLOX is a good game, it has some educational things as well as it lets you code and power your imagination and lets you build what ever you’ll like, although if someone creates anything inappropriate like the males area an administrator will look over the model/decal it will decline it. It also lets you play mostly everything you’ll like from a prison escape game to simulators, so basically you/ your child would like. You can create a character for free by taking apart a in events or getting things from the catalog, although you can buy a currency called ‘Robux’ to make your character kinda better, it costes from £4.99 to just over £100 ( they sell these so they can keep ROBLOX running) You can buy three different types of a thing called ‘Builders Club’, Outrageous Builders Club (£20:00 monthly) Turbo Builders Club (£10-15 can’t remember) or Builders Club, the benefits of buying these is you earn 15 robux (BC), 35 robux (TBC) or 60 robux (OBC). There is cartoony guns,paintball guns, swords, weapons and bombs but there is no gorey graphics, If someone starts cussing ROBLOXs filter will tag it (like hashtags). People sometimes OD (Online Date) but it is against the terms and they can be given a warning or well,banned. I hope this helps you decide if you’d let your child(ren) play and if not you should try it out yourself","Adult"
"age 12+","I think Roblox is a good game but if you are going to allow your child to play it please monitor your children as some games are not friendly despite the ""Safe Chat"" feature. You can disable chat in the settings of the Roblox account if you want.","Adult"
"age 13+","ROBLOX is a friendly fun kids game. Most of these games inside are child friendly including Deathrun, Flood Escape 1, Work at a Pizza Place, Epic Minigames etc. A lot of people say consumerism is a big factor, I beg to differ. I pay for TBC every month, and it's a fair price considering I get 20 groups for it. However, there is a bad side to it. ROBLOX has worked very hard to fix the community up and has done well but not enough. There is alot of people who will bypass the chat filter and audios and decal filter. Some of these bypasses can be explicit and even racist. This doesn't happen often, unless you go looking for it. So all in all, ROBLOX is safe for the ground level games and decently mature children.","Adult"
"age 5+","I think this is a good game that allowsyou to use you imagination and im 12 and dont no y i play this but i do it a game but I do.","Adult"
"age 18+","My child was harassed by other users and the response I was given by the Roblox Support was very vague and delayed. No action was taken. My daughter is no longer allowed to play the game.","Adult"
"age 9+","Roblox is a game where I think, is 9+
There is violence and weapons in it and the players... Oh wow some of the players. Roblox has been getting better about this though, and the violence isn’t too much. Is just you die, no blood or anything.
Yes, you do have to pay money for robux but that’s because that’s one of the only ways to keep roblox free. So it’s no big of a deal.
In here you can make games and learn how to. It’s a great way to give a child imagination. I’ve been playing it since 2016 so I would know.
P.S, the word “ Noob “ is for new player. So if you’re called a noob then that means that you are a new person to the game or acting like one.","Adult"
"age 11+","Roblox is a g-rated fun game because ages are 9 - 50.","Parent of a 11-year-old"
"age 8+","[(! means it costs money]
this game allows kids to make and play games, (!make clothes, (!make groups, and have fun.
this game has values in coding, learning real-world things and making friends but be alert because they are people who bully and pretend to be children also the in-game currency ROBUX and the member-ship builders club costs REAL DOLLARS if you see your child entering bank details or if you get an email saying you bought (!ROBUX or (!builders club, stop your child immediately and talk to them there are things like the broken admin bots and people saying noob and other bad parts I could tear into but that will take too long so do your research and watch your child and stop them from playing every 15-20m and keep them from playing for about an hour to avoid addiction they are many things that keep me from a 5 star rating but this game is good for kids.","Adult"
"age 13+","First of all, the community is toxic and loves to bully my 6 y.o. child on ride a minecart to winners.
He also sees these games called ""Have Six"" and ""List FOx"". These titles are disgusting!
AND THERE ARE WAYYYY TOO MANY GUNS!
Everything costs money
Moderation sucks
go play moshi monsters or something","Adult"
"age 8+","Guys, if you remove all of the bad things , then its a family friendly game. Also it's a pretty good game, it censored literally everything, but who cares. Just enjoy the game. But Just buy some robux. Don't go over the limit, yes everything in the catalog is robux (apart from some faces and shirts and pants and t-shirts) but still, good game","Adult"
"age 12+","","Adult"
"age 10+","","Adult"
"age 7+","My daughter plays Roblox and she bought some accessories and things prob over 10 of them. it disapeared and she cant access the stuff bought. I emailed Roblox and SHOWED them my receipts and they havent fixed it and now say its not them its the developer bla bla and didnt give me any info on who to contact but to search out a possible place to send this complaint to. so far I only see this as a scam that you should pay attention too.","Adult"
"age 8+","I think it has value, it teaches you to build, and be smart. Yes there are oders, but you need to kids to be smart and safe. The maker has a kid so he knows what he is doing. I have met great people, Its a very diverse site. [ I have African_ American friends, They have things for diverse holidays, They sometimes have LGBTQ groups, Black Lives Matter groups, things for haunkkah, and more. There is value.","Parent of a 8-year-old"
"age 11+","It is a great game, but there are its weak spots; Moderation is not great, inappropriate stuff, etc... But if you are careful and avoid hackers or other toxic players it is a great game, plus there are many other games. I remember when I was younger (9) I gave out my account information and I got very very lucky he did not lock me out of my account. This is mainly for more mature kids or teens that can avoid and knows how to avoid BAD stuff. Great game in my eyes ;)","Adult"
"age 16+","I do not recomend. Tis website is for the adolts only.","Adult"
"age 12+","","Adult"
"age 13+","- Very ""pay-to-play"". Lots of incentives to spend real-life money for in-game currency ""Robux"".
- Players can sometimes be very rude to each other. This includes death threats, such as ""go commit die"".
- Terms of Service authorise termination of account for no reason. (No one reads that)
- For younger children, enable ""restricted mode"" and disable ""chat"".","Adult"
"age 13+","Roblox is a great game. There is MANY problems with it that are easy to avoid. Although roblox is ok for under 13 users, they dont get the full experience. Many things are blocked off for younger users, back when i was under 13, i had to lie about my age to have fun. Many things in roblox can be very overwhelming. There is some users that will play loud, inappropriate music that young children shouldnt hear. Online dating is big in roblox, despite it being against the rules. This is not a privacy concern. Roblox's chat is so strict that you cant say anything too privacy concerning. Hackers are big on roblox, but they cant do much. The worst thing they can do is shutdown games. The will sometimes ""rape"" some people. This is mainly a way to get there reaction and does not mean they are a predator. If someone says something NSFW (Not Safe For Work) to someone, dont be worried. Theyre just trolling. Roblox is only fun/safe for people that are 13+.","Adult"
"age 18+","They are not checking there content, PewD the game after noticing its unsafe for my son.","Adult"
"age 9+","i think this is the best","Adult"
"age 8+","Roblox is good for kids, but there this currency
Called Robux and it cost $5 to $200 dollars
Thats alot other players brag that they are more rich than one and other.... :)","Adult"
"age 8+","Roblox is educational game that you experience lots of building,racing,and lots of other challenges","Adult"
"age 9+","To me, ROBLOX is not only a game, it’s a place to learn, and even have virtual ‘ jobs ‘ in groups of roblox.
First of, you can play a lot of fun games like Jailbreak, although it has guns, it has NO blood or violence, kids will surely enjoy being a cop or a criminal robbing banks. Secondly, if there is blood, it’s only a decal in order to make some games look realistic, such as a zombie apocalypse RP, and more.
ROBLOX is also educational, such as you can learn about scripting, developing fun games, all the games on roblox are made by players! If you do not know how to do anything, ask on a group wall, or search up the web, surely someone can help you!
ROBLOX also has a strict chat system that tags every possible bad word or sensitive information, such as you can’t type phone numbers, your home, your real name, swear words and more. It is guaranteed that you have a. Safe experience. Although there may be exploiters that may ruin the game, it’s a rare chance and they often do it for fun, for YouTube videos and more.
Lastly, your kid can experience virtual jobs like working in a Hotel, Cafe, Restaurant, Law enforcing Agency, and more. It will be sure to prepare your son to adapt the real life working environment. However, you do have to interview or do an application like applying for a job IRL. Recommended virtual working areas are, Hilton Hotels, Soro’s restaurant. There are also some airline groups which make ‘ flights ‘ for people to enjoy!
There is also a game currency call Robux, you buy them with real money to buy game passes, Stuff to customise your character / avatar and more.
Lastly, I hope you do enjoy Roblox and hope this is useful!","Adult"
"age 2+","Roblox is one of the best games ever and it teaches your kids how to code and helps make them learn what's clickbait and what's not like for example: OBBY OBBY OBBY OBBY OBBY is going to be clickbait and they could learn from that.","Adult"
"age 6+","Someone who is currently 11 1/2, I believe ROBLOX is an amazing game. Yeah, it may have violence and inappropriate things but that is the reality of our world and we have to deal with it. You should monitor your kid how you want to. There are many fun games for all people. Royale High, ROBLOX High School, and more. Yes, online dating happens but that happens on Club Penguin, Minecraft, Animal Jam, Fantage, and more. We live in a society where things like this happen. And yes, if you want to have your player to look ""cool"" or ""rich"" you will need to buy Robux which is a virtual currency to buy items on the site. Yes, you can't get it by playing games but by only buying BUT if ROBLOX didn't have any people buying stuff on their site than how would they grow? Things like this happens in Club Penguin and Fantage as well! There are also good games for your child to experience a virtual job and they require grammar which helps your child in English and Language. If that's not enough, you can also build in script in a thing called ROBLOX Studio which lets you make games and publish them! And they also can learn to script their games which learns young children into coding. They can ALSO learn how to make Graphics Designing and can help them in many careers. Yes, they're user created games but you have to understand that if your child stumbles across a game like that they need to be a big person and ignore it and play a game that is appropriate for them.","Parent of a 12-year-old"
"age 6+","So ROBLOX is a great game. but i have a few problems, the filter... i cant even say numbers. pretend your trying to say a price of something (that is part of many games on ROBLOX) it gets this ""####"" its dumb!","Adult"
"age 18+","I played Roblox for about 5 years now and starting to stop playing it due to having people bypassing the chat filter, and their is phishing scams for ""free robux"", heres a quick introduction to ""robux"" ""robux"" is Roblox's in game currency you usually have to buy it or buy ""membership"" and there is a 99999.99% chance when someone bypasses roblox TOS gets banned for saying something either offensive or innapropriate for younger people, how they bypass is putting a ""v"" or an ""x"" infront of a swear word like this ""fxvcuck"" ""bvxitch"" ""wxxd"" and their moderation is horrible, trolls almost everywhere, naked lego people, and Roblox people trying to have ""sex"" in a virtual game when theyres a high and low chance that theyre a pedophile I strongly advice parents to stay AWAY FROM THIS GAME","Adult"
"age 2+","GET THIUS GAMEME NOWWWWWWWWWW!!!!!!111","Adult"
"age 12+","I think parents should allow kids to play roblox ONLY from age 12, due to small amount of violence, blood.","Adult"
"age 2+","weed","Adult"
"age 4+","I have starting playing this at 2006, I've made lots of friends. I even got on voice chat with a few. I've seen very bad reviews on this. I personally disagree with the reviews, they are just rude. The admins, creators, game devs, spent lots of times on the game! They don't know how hard it is to create a perfectly scripted, built, updated game without it having any bugs. I can admit some people get scammed but, if you actually got scammed while trading in a game , don't give up on the game because you lost your good items. Roblox can still be good without being rich on it. Although some people online date they probably do it for roleplay stuff. If they are serious inform an admin. Some days it Roblox may seem boring, but when you start to get the hang of it and meet friends with imagination it'll be great!","Adult"
"age 10+","It's okay for your kids to play roblox. Unless they have very inappropriate stuff saved onto their laptop/pc. It's completely fine.","Adult"
"age 13+","noob parents roblox have rules and they banning the hackers or oder oder means online dater","Adult"
"age 8+","I'm a developer from Brazil and I think Roblox tries hard to keep kids safe by limiting words, websites, etc. The games are not inappropriate, but the community is.","Adult"
"age 2+","It is a great game! the reporting system is a little broken and moderation is somewhat bad but it is educational by teaching Lua which can be used in future jobs the community can be a little bad but most people can get passed that","Adult"
"age 6+","Roblox does have oders online dater thats oder but its a good soical game there is hash tags for cussing words","Adult"
"age 8+","Will you
Make a account for roblox?","Parent of a 9 and 16-year-old"
"age 8+","So ROBLOX is family friendly and its very fun right? It has so many cool and creative games so yeah it is great and i really think its a good expirience but there are dark parts of ROBLOX. Why i think roblox could be recommended for kids 8+ is mostly because kids younger than that may not be able to handle the violence depends on which games (not all the games are violent) as there is so many kids that think its cool to swear or they are trying to be mature on a kids platform as well as there are ODERS (online daters) that like to do questionable stuff but its mostly in roleplay games so if you dont play those games your good. Thats it I might have forgot something but overall its a bit violent but its a good game i would suggest to play. It might get boring after some time due to the lack of games though.","Adult"
"age 8+","","Adult"
"age 10+","So, I’ve been playing ROBLOX since I was like 7. And I would see online daters doing really gross stuff and making gross games, and by that point ROBLOX has a rule to no online date. But ROBLOX never did anything about that situation. Moving on to the bullying, most people in ROBLOX like to bully kids that are 13 and under and call them “noobs” and ROBLOX doesn’t do anything about this either.","Adult"
"age 10+","My sons account was hacked and his email address was hacked...they asked me to provide the pin number of a previously used gift card which was ridiculous as who would keep this info??? VERY HARD TO DEAL WITH AND NOT SAFE","Adult"
"age 7+","ROBLOX is a fun and educational game for children. There are games like Jailbreak, Prison Life v2.0.2 and more. My only problem is the ROBLOX scam games and games like MeepCity. ROBLOX scam games hunt for your password. MeepCity encourages online daters, The player community is great!
There are tags what are spam. (E.G.) MEEPCITY MEEPCITY MEEPCITY MEEPCITY MEEPCITY MEEPCITY MEEPCITY MEEPCITY JAILBREAK ect* what are minor problems.
My review would be a 9.5/10
The currency, ROBUX costs real money, it is worth it though. To buy game-passes and character customisation. Gears are the problem though. They usually don't work for these 'R15' characters.
This is my review. Other reviews do not fully include this information.","Adult"
"age 18+","Ok. I've been on roblox since 2007 and it was great at the time but then it grew and heaps of crappy people started playing. my worst experience on roblox is having people hack games and molester your character. its absolutely disgusting and no matter what game you play, there will always be a hacker there. Ive spent over $500 on this game to enhance my characters looks and for gamepasses but in the end, its not even f###### worth it because the hackers will find a way to wipe your data and cause trouble. there is also a massive hole in the roblox 2fa security system that is easily bypassed if you know how, so I don't suggest spending lots on roblox. Its genuinely a horrible game because of all the trolls, griefs and hackers. don't let your child play it or they will get addicted. PS - the kids there bypass the swearing filter way too often and abuse it like hell","Adult"
